"","PROBEID","GENENAME","ORF"
"5791","6515_at","BSC1","YDL037C"
"5792","6516_at","PUS9","YDL036C"
"5793","6517_at","GPR1","YDL035C"
"5794","6518_at",NA,"YDL034W"
"5795","6519_at","SLM3","YDL033C"
"5796","6520_at",NA,"YDL032W"
"5797","6521_at","DBP10","YDL031W"
"5798","6522_at","PRP9","YDL030W"
"5799","6523_at","ARP2","YDL029W"
"5800","6524_at","MPS1","YDL028C"
"5801","6525_at","MRX9","YDL027C"
"5802","6526_at",NA,"YDL026W"
"5803","6527_at",NA,"YDL071C"
"5804","6528_at","BDF2","YDL070W"
"5805","6529_at","CBS1","YDL069C"
"5806","6530_at",NA,"YDL068W"
"5807","6531_at","COX9","YDL067C"
"5808","6532_at","IDP1","YDL066W"
"5809","6533_at","PEX19","YDL065C"
"5810","6534_at","UBC9","YDL064W"
"5811","6535_at","SYO1","YDL063C"
"5812","6536_at",NA,"YDL062W"
"5813","6537_f_at","RPS29B","YDL061C"
"5814","6538_at","TSR1","YDL060W"
"5815","6539_at","RAD59","YDL059C"
"5816","6540_at","USO1","YDL058W"
"5817","6541_at",NA,"YDL057W"
"5818","6542_at","MBP1","YDL056W"
"5819","6543_at","PSA1","YDL055C"
"5820","6544_at","MCH1","YDL054C"
"5821","6545_at","PBP4","YDL053C"
"5822","6546_at","SLC1","YDL052C"
"5823","6547_at","LHP1","YDL051W"
"5824","6548_at",NA,"YDL050C"
"5825","6549_at","KNH1","YDL049C"
"5826","6550_at","UBX3","YDL091C"
"5827","6551_at","RAM1","YDL090C"
"5828","6552_at","NUR1","YDL089W"
"5829","6553_at","ASM4","YDL088C"
"5830","6554_at","LUC7","YDL087C"
"5831","6555_at",NA,"YDL086W"
"5832","6556_at","NDE2","YDL085W"
"5833","6557_at","SUB2","YDL084W"
"5834","6558_i_at","RPS16B","YDL083C"
"5835","6559_f_at","RPS16B","YDL083C"
"5836","6560_at","RPL13A","YDL082W"
"5837","6561_at","RPP1A","YDL081C"
"5838","6562_at","THI3","YDL080C"
"5839","6563_at","MRK1","YDL079C"
"5840","6564_at","MRK1","YDL079C"
"5841","6565_at","MDH3","YDL078C"
"5842","6566_at","VAM6","YDL077C"
"5843","6567_at","RXT3","YDL076C"
"5844","6568_f_at","RPL31A","YDL075W"
"5845","6569_at","RPL31A","YDL075W"
"5846","6570_at","BRE1","YDL074C"
"5847","6571_at","AHK1","YDL073W"
"5848","6572_at","YET3","YDL072C"
"5849","6573_at","ATG20","YDL113C"
"5850","6574_at","TRM3","YDL112W"
"5851","6575_at","RRP42","YDL111C"
"5852","6576_at","TMA17","YDL110C"
"5853","6577_at",NA,"YDL109C"
"5854","6578_at","KIN28","YDL108W"
"5855","6579_at","MSS2","YDL107W"
"5856","6580_at","PHO2","YDL106C"
"5857","6581_at","NSE4","YDL105W"
"5858","6582_at","QRI7","YDL104C"
"5859","6583_at","QRI1","YDL103C"
"5860","6584_at","POL3","YDL102W"
"5861","6585_at","DUN1","YDL101C"
"5862","6586_at","GET3","YDL100C"
"5863","6587_at","BUG1","YDL099W"
"5864","6588_at","SNU23","YDL098C"
"5865","6589_at","RPN6","YDL097C"
"5866","6590_at","OPI6","YDL096C"
"5867","6591_at","PMT1","YDL095W"
"5868","6592_at",NA,"YDL094C"
"5869","6593_at","PMT5","YDL093W"
"5870","6594_at","SRP14","YDL092W"
"5871","6595_at","SRF1","YDL133W"
"5872","6596_at","CDC53","YDL132W"
"5873","6597_at","LYS21","YDL131W"
"5874","6598_at","STF1","YDL130W-A"
"5875","6599_at","RPP1B","YDL130W"
"5876","6600_at","RPP1B","YDL130W"
"5877","6601_at",NA,"YDL129W"
"5878","6602_at","VCX1","YDL128W"
"5879","6603_at","PCL2","YDL127W"
"5880","6604_at","CDC48","YDL126C"
"5881","6605_at","HNT1","YDL125C"
"5882","6606_at","HNT1","YDL125C"
"5883","6607_at",NA,"YDL124W"
"5884","6608_at","SNA4","YDL123W"
"5885","6609_at","UBP1","YDL122W"
"5886","6610_at",NA,"YDL121C"
"5887","6611_at","YFH1","YDL120W"
"5888","6612_at","HEM25","YDL119C"
"5889","6613_at",NA,"YDL118W"
"5890","6614_at","CYK3","YDL117W"
"5891","6615_at","NUP84","YDL116W"
"5892","6616_at","IWR1","YDL115C"
"5893","6617_at",NA,"YDL114W"
"5894","6618_at",NA,"YDL157C"
"5895","6619_at","CMR1","YDL156W"
"5896","6620_at","CLB3","YDL155W"
"5897","6621_at","MSH5","YDL154W"
"5898","6622_at","SAS10","YDL153C"
"5899","6623_at",NA,"YDL152W"
"5900","6624_at","BUD30","YDL151C"
"5901","6625_at","RPC53","YDL150W"
"5902","6626_at","ATG9","YDL149W"
"5903","6627_at","NOP14","YDL148C"
"5904","6628_at","RPN5","YDL147W"
"5905","6629_at","LDB17","YDL146W"
"5906","6630_at","COP1","YDL145C"
"5907","6631_at",NA,"YDL144C"
"5908","6632_at","CCT4","YDL143W"
"5909","6633_at","CRD1","YDL142C"
"5910","6634_at","BPL1","YDL141W"
"5911","6635_at","RPO21","YDL140C"
"5912","6636_at","SCM3","YDL139C"
"5913","6637_at","RGT2","YDL138W"
"5914","6638_at","ARF2","YDL137W"
"5915","6639_at","RDI1","YDL135C"
"5916","6640_at","PPH21","YDL134C"
"5917","6641_at","PCL9","YDL179W"
"5918","6642_at","DLD2","YDL178W"
"5919","6643_at",NA,"YDL177C"
"5920","6644_at",NA,"YDL176W"
"5921","6645_at","AIR2","YDL175C"
"5922","6646_at","DLD1","YDL174C"
"5923","6647_at","PAR32","YDL173W"
"5924","6648_at",NA,"YDL172C"
"5925","6649_at","GLT1","YDL171C"
"5926","6650_at","UGA3","YDL170W"
"5927","6651_at","UGX2","YDL169C"
"5928","6652_at","SFA1","YDL168W"
"5929","6653_at","NRP1","YDL167C"
"5930","6654_at","FAP7","YDL166C"
"5931","6655_at","CDC36","YDL165W"
"5932","6656_at","CDC9","YDL164C"
"5933","6657_at",NA,"YDL163W"
"5934","6658_at",NA,"YDL162C"
"5935","6659_at","ENT1","YDL161W"
"5936","6660_at","DHH1","YDL160C"
"5937","6661_at","STE7","YDL159W"
"5938","6662_at",NA,"YDL158C"
"5939","6663_at","MGT1","YDL200C"
"5940","6664_at",NA,"YDL199C"
"5941","6665_at","GGC1","YDL198C"
"5942","6666_at","ASF2","YDL197C"
"5943","6667_at",NA,"YDL196W"
"5944","6668_at","SEC31","YDL195W"
"5945","6669_at","SNF3","YDL194W"
"5946","6670_at","NUS1","YDL193W"
"5947","6671_at","ARF1","YDL192W"
"5948","6672_s_at","RPL35A","YDL191W"
"5949","6673_at","UFD2","YDL190C"
"5950","6674_at","RBS1","YDL189W"
"5951","6675_at","RBS1","YDL189W"
"5952","6676_at","PPH22","YDL188C"
"5953","6677_at",NA,"YDL187C"
"5954","6678_at",NA,"YDL186W"
"5955","6679_at","VMA1","YDL185W"
"5956","6680_s_at","RPL41A","YDL184C"
"5957","6681_at",NA,"YDL183C"
"5958","6682_at","LYS20","YDL182W"
"5959","6683_g_at","LYS20","YDL182W"
"5960","6684_at","INH1","YDL181W"
"5961","6685_at",NA,"YDL180W"
"5962","6686_at",NA,"YDL221W"
"5963","6687_at","CDC13","YDL220C"
"5964","6688_at","DTD1","YDL219W"
"5965","6689_at","DTD1","YDL219W"
"5966","6690_at",NA,"YDL218W"
"5967","6691_at","TIM22","YDL217C"
"5968","6692_at","RRI1","YDL216C"
"5969","6693_at","GDH2","YDL215C"
"5970","6694_at","PRR2","YDL214C"
"5971","6695_at","NOP6","YDL213C"
"5972","6696_at","SHR3","YDL212W"
"5973","6697_at",NA,"YDL211C"
"5974","6698_at","UGA4","YDL210W"
"5975","6699_at","CWC2","YDL209C"
"5976","6700_at","NHP2","YDL208W"
"5977","6701_at","GLE1","YDL207W"
"5978","6702_at",NA,"YDL206W"
"5979","6703_at","HEM3","YDL205C"
"5980","6704_at","RTN2","YDL204W"
"5981","6705_at","ACK1","YDL203C"
"5982","6706_at","MRPL11","YDL202W"
"5983","6707_at","TRM8","YDL201W"
"5984","6708_at",NA,NA
"5985","6709_i_at","MPH2","YDL247W"
"5986","6710_at","AAD4","YDL243C"
"5987","6711_at",NA,"YDL242W"
"5988","6712_at",NA,"YDL241W"
"5989","6713_at","LRG1","YDL240W"
"5990","6714_at","ADY3","YDL239C"
"5991","6715_at","GUD1","YDL238C"
"5992","6716_at","AIM6","YDL237W"
"5993","6717_at","PHO13","YDL236W"
"5994","6718_at","YPD1","YDL235C"
"5995","6719_at","GYP7","YDL234C"
"5996","6720_at","MFG1","YDL233W"
"5997","6721_at","OST4","YDL232W"
"5998","6722_at","BRE4","YDL231C"
"5999","6723_at","PTP1","YDL230W"
"6000","6724_at",NA,"YDL228C"
"6001","6725_at","HO","YDL227C"
"6002","6726_at","GCS1","YDL226C"
"6003","6727_at","SHS1","YDL225W"
"6004","6728_at","WHI4","YDL224C"
"6005","6729_at","HBT1","YDL223C"
"6006","6730_at","FMP45","YDL222C"
"6007","6731_at",NA,NA
"6008","6732_at",NA,NA
"6009","6733_at",NA,NA
"6010","6734_at",NA,NA
"6011","6735_i_at",NA,NA
"6012","6736_r_at",NA,NA
"6013","6737_at",NA,NA
"6014","6738_at",NA,NA
"6015","6739_at",NA,NA
"6016","6740_at",NA,NA
"6017","6741_at",NA,NA
"6018","6742_at",NA,NA
"6019","6743_at",NA,NA
"6020","6744_at",NA,NA
"6021","6745_at",NA,NA
"6022","6746_at",NA,NA
"6023","6747_at",NA,NA
"6024","6748_at",NA,NA
"6025","6749_at",NA,NA
"6026","6750_i_at",NA,"YCL075W"
"6027","6751_at",NA,NA
"6028","6752_i_at","CEN3","CEN3"
"6029","6753_at",NA,NA
"6030","6754_at",NA,NA
"6031","6755_i_at",NA,"YCR018C-A"
"6032","6756_at","HTL1","YCR020W-B"
"6033","6757_i_at",NA,"YCR097W-A"
"6034","6758_at",NA,"YCR102W-A"
"6035","6759_at","MIC10","YCL057C-A"
"6036","6760_g_at","MIC10","YCL057C-A"
"6037","6761_at",NA,NA
"6038","6762_s_at","KCC4","YCL024W"
"6039","6763_at","STP22","YCL008C"
"6040","6764_g_at","STP22","YCL008C"
"6041","6765_at",NA,NA
"6042","6766_at",NA,NA
"6043","6767_at",NA,NA
"6044","6768_at",NA,NA
"6045","6769_at",NA,NA
"6046","6770_i_at",NA,NA
"6047","6771_s_at",NA,NA
"6048","6772_at",NA,NA
"6049","6773_at",NA,NA
"6050","6774_at",NA,NA
"6051","6775_at",NA,NA
"6052","6776_at",NA,NA
"6053","6777_at",NA,NA
"6054","6778_i_at",NA,NA
"6055","6779_r_at",NA,NA
"6056","6780_at","CSM1","YCR086W"
"6057","6781_at",NA,"YCR087W"
"6058","6782_at",NA,"YCR087C-A"
"6059","6783_at","ABP1","YCR088W"
"6060","6784_at","FIG2","YCR089W"
"6061","6785_at",NA,"YCR090C"
"6062","6786_at","KIN82","YCR091W"
"6063","6787_at","MSH3","YCR092C"
"6064","6788_at","CDC39","YCR093W"
"6065","6789_at","CDC50","YCR094W"
"6066","6790_at","OCA4","YCR095C"
"6067","6791_s_at","HMRA1","YCR097W"
"6068","6792_s_at","HMRA1","YCR097W"
"6069","6793_at","GIT1","YCR098C"
"6070","6794_at",NA,"YCR099C"
"6071","6795_at",NA,"YCR100C"
"6072","6796_at",NA,"YCR101C"
"6073","6797_at",NA,"YCR102C"
"6074","6798_f_at","PAU3","YCR104W"
"6075","6799_at","ADH7","YCR105W"
"6076","6800_at","RDS1","YCR106W"
"6077","6801_at",NA,"YCL022C"
"6078","6802_at",NA,"YCL022C"
"6079","6803_at",NA,NA
"6080","6804_at",NA,"YCR064C"
"6081","6805_at","BUD31","YCR063W"
"6082","6806_at","HCM1","YCR065W"
"6083","6807_at","RAD18","YCR066W"
"6084","6808_at","SED4","YCR067C"
"6085","6809_at","ATG15","YCR068W"
"6086","6810_g_at","ATG15","YCR068W"
"6087","6811_at","CPR4","YCR069W"
"6088","6812_at","IMG2","YCR071C"
"6089","6813_at","RSA4","YCR072C"
"6090","6814_at","SSK22","YCR073C"
"6091","6815_at","SOL2","YCR073W-A"
"6092","6816_at","ERS1","YCR075C"
"6093","6817_at","FUB1","YCR076C"
"6094","6818_at","PAT1","YCR077C"
"6095","6819_at","PTC6","YCR079W"
"6096","6820_at","SRB8","YCR081W"
"6097","6821_at","AHC2","YCR082W"
"6098","6822_at","TRX3","YCR083W"
"6099","6823_at","TUP1","YCR084C"
"6100","6824_at",NA,"YCR085W"
"6101","6825_at","RRP43","YCR035C"
"6102","6826_at","RBK1","YCR036W"
"6103","6827_at","PHO87","YCR037C"
"6104","6828_at","BUD5","YCR038C"
"6105","6829_at",NA,"YCR041W"
"6106","6830_at","TAF2","YCR042C"
"6107","6831_at",NA,"YCR043C"
"6108","6832_at","PER1","YCR044C"
"6109","6833_at","RRT12","YCR045C"
"6110","6834_at","IMG1","YCR046C"
"6111","6835_at","BUD23","YCR047C"
"6112","6836_at",NA,"YCR049C"
"6113","6837_at","ARE1","YCR048W"
"6114","6838_at",NA,"YCR050C"
"6115","6839_at",NA,"YCR051W"
"6116","6840_at","RSC6","YCR052W"
"6117","6841_at","THR4","YCR053W"
"6118","6842_at","CTR86","YCR054C"
"6119","6843_at","PWP2","YCR057C"
"6120","6844_at","YIH1","YCR059C"
"6121","6845_at","TAH1","YCR060W"
"6122","6846_at",NA,"YCR061W"
"6123","6847_g_at",NA,"YCR061W"
"6124","6848_at",NA,"YCR016W"
"6125","6849_at","CWH43","YCR017C"
"6126","6850_at","SRD1","YCR018C"
"6127","6851_at","MAK32","YCR019W"
"6128","6852_at","PET18","YCR020C"
"6129","6853_at","MAK31","YCR020C-A"
"6130","6854_at","HSP30","YCR021C"
"6131","6855_at",NA,"YCR022C"
"6132","6856_at",NA,"YCR023C"
"6133","6857_at","SLM5","YCR024C"
"6134","6858_f_at","PMP1","YCR024C-A"
"6135","6859_at",NA,"YCR025C"
"6136","6860_at","NPP1","YCR026C"
"6137","6861_at","RHB1","YCR027C"
"6138","6862_at","FEN2","YCR028C"
"6139","6863_at","RIM1","YCR028C-A"
"6140","6864_at","RIM1","YCR028C-A"
"6141","6865_at","SYP1","YCR030C"
"6142","6866_at","RPS14A","YCR031C"
"6143","6867_at","BPH1","YCR032W"
"6144","6868_at","SNT1","YCR033W"
"6145","6869_at","ELO2","YCR034W"
"6146","6870_at","SGF29","YCL010C"
"6147","6871_at","ILV6","YCL009C"
"6148","6872_at",NA,"YCL007C"
"6149","6873_at",NA,NA
"6150","6874_at","LDB16","YCL005W"
"6151","6875_at","PGS1","YCL004W"
"6152","6876_at",NA,"YCL002C"
"6153","6877_at","RER1","YCL001W"
"6154","6878_at",NA,"YCL001W-A"
"6155","6879_at",NA,"YCR001W"
"6156","6880_at","CDC10","YCR002C"
"6157","6881_at","MRPL32","YCR003W"
"6158","6882_at","YCP4","YCR004C"
"6159","6883_at","CIT2","YCR005C"
"6160","6884_at",NA,"YCR006C"
"6161","6885_at","SAT4","YCR008W"
"6162","6886_at","RVS161","YCR009C"
"6163","6887_at","ADY2","YCR010C"
"6164","6888_at","ADP1","YCR011C"
"6165","6889_at",NA,"YCR013C"
"6166","6890_at","PGK1","YCR012W"
"6167","6891_at","POL4","YCR014C"
"6168","6892_at","CTO1","YCR015C"
"6169","6893_at","GID7","YCL039W"
"6170","6894_at","ATG22","YCL038C"
"6171","6895_at","SRO9","YCL037C"
"6172","6896_at","GFD2","YCL036W"
"6173","6897_at","GRX1","YCL035C"
"6174","6898_at","LSB5","YCL034W"
"6175","6899_at","MXR2","YCL033C"
"6176","6900_at","STE50","YCL032W"
"6177","6901_at","RRP7","YCL031C"
"6178","6902_at","HIS4","YCL030C"
"6179","6903_at","BIK1","YCL029C"
"6180","6904_at","RNQ1","YCL028W"
"6181","6905_at","FUS1","YCL027W"
"6182","6906_at","FRM2","YCL026C-A"
"6183","6907_at","AGP1","YCL025C"
"6184","6908_at",NA,"YCL023C"
"6185","6909_at","LEU2","YCL018W"
"6186","6910_at","NFS1","YCL017C"
"6187","6911_at","DCC1","YCL016C"
"6188","6912_at","BUD3","YCL014W"
"6189","6913_at",NA,NA
"6190","6914_at","GBP2","YCL011C"
"6191","6915_at","CHA1","YCL064C"
"6192","6916_at","VAC17","YCL063W"
"6193","6917_at","MRC1","YCL061C"
"6194","6918_at","KRR1","YCL059C"
"6195","6919_at","FYV5","YCL058C"
"6196","6920_at","PRD1","YCL057W"
"6197","6921_at","PEX34","YCL056C"
"6198","6922_at","KAR4","YCL055W"
"6199","6923_at","SPB1","YCL054W"
"6200","6924_at","PBN1","YCL052C"
"6201","6925_at","LRE1","YCL051W"
"6202","6926_at","APA1","YCL050C"
"6203","6927_at",NA,"YCL049C"
"6204","6928_at","SPS22","YCL048W"
"6205","6929_at","POF1","YCL047C"
"6206","6930_at","EMC1","YCL045C"
"6207","6931_at",NA,"YCL046W"
"6208","6932_at","MGR1","YCL044C"
"6209","6933_at","PDI1","YCL043C"
"6210","6934_at",NA,"YCL041C"
"6211","6935_at",NA,"YCL042W"
"6212","6936_g_at",NA,"YCL042W"
"6213","6937_at","GLK1","YCL040W"
"6214","6938_at",NA,NA
"6215","6939_g_at",NA,NA
"6216","6940_s_at",NA,NA
"6217","6941_s_at",NA,NA
"6218","6942_at",NA,NA
"6219","6943_g_at",NA,NA
"6220","6944_at",NA,NA
"6221","6945_g_at",NA,NA
"6222","6946_at",NA,NA
"6223","6947_g_at",NA,NA
"6224","6948_i_at",NA,NA
"6225","6949_f_at",NA,NA
"6226","6950_at",NA,NA
"6227","6951_at","TLC1","TLC1"
"6228","6952_at","TLC1","TLC1"
"6229","6953_at","LSR1","LSR1"
"6230","6954_at","LSR1","LSR1"
"6231","6955_s_at",NA,"YCL076W"
"6232","6956_s_at",NA,"YCL074W"
"6233","6957_s_at",NA,"YCL068C"
"6234","6958_s_at","HMLALPHA2","YCL067C"
"6235","6959_s_at","HMLALPHA1","YCL066W"
"6236","6960_at",NA,"YCL065W"
"6237","6961_g_at",NA,"YCL065W"
"6238","6962_at",NA,NA
"6239","6963_at",NA,NA
"6240","6964_s_at",NA,NA
"6241","6965_i_at",NA,NA
"6242","6966_r_at",NA,NA
"6243","6967_at",NA,NA
"6244","6968_at",NA,NA
"6245","6969_at",NA,NA
"6246","6970_at",NA,NA
"6247","6971_at",NA,NA
"6248","6972_at",NA,NA
"6249","6973_at",NA,NA
"6250","6974_at",NA,NA
"6251","6975_at",NA,NA
"6252","6976_at",NA,NA
"6253","6977_at",NA,NA
"6254","6978_at",NA,NA
"6255","6979_at",NA,NA
"6256","6980_at",NA,NA
"6257","6981_at",NA,NA
"6258","6982_at",NA,NA
"6259","6983_at",NA,NA
"6260","6984_at",NA,NA
"6261","6985_at",NA,NA
"6262","6986_i_at",NA,NA
"6263","6987_at",NA,NA
"6264","6988_at",NA,NA
"6265","6989_at",NA,NA
"6266","6990_at",NA,NA
"6267","6991_i_at",NA,NA
"6268","6992_r_at",NA,NA
"6269","6993_f_at",NA,NA
"6270","6994_at",NA,NA
"6271","6995_at",NA,NA
"6272","6996_at",NA,NA
"6273","6997_at",NA,NA
"6274","6998_at",NA,NA
"6275","6999_at",NA,NA
"6276","7000_i_at",NA,NA
"6277","7001_r_at",NA,NA
"6278","7002_at",NA,NA
"6279","7003_at",NA,NA
"6280","7004_at",NA,NA
"6281","7005_at",NA,NA
"6282","7006_at",NA,NA
"6283","7007_at",NA,NA
"6284","7008_at",NA,NA
"6285","7009_g_at",NA,NA
"6286","7010_at",NA,NA
"6287","7011_g_at",NA,NA
"6288","7012_at",NA,NA
"6289","7013_at",NA,NA
"6290","7014_at",NA,NA
"6291","7015_at",NA,NA
"6292","7016_at",NA,NA
"6293","7017_at",NA,NA
"6294","7018_at",NA,NA
"6295","7019_at",NA,NA
"6296","7020_at",NA,NA
"6297","7021_at",NA,NA
"6298","7022_at",NA,NA
"6299","7023_at",NA,NA
"6300","7024_at",NA,NA
"6301","7025_at",NA,NA
"6302","7026_at",NA,NA
"6303","7027_at",NA,NA
"6304","7028_at",NA,NA
"6305","7029_g_at",NA,NA
"6306","7030_at",NA,NA
"6307","7031_at",NA,NA
"6308","7032_at",NA,NA
"6309","7033_at",NA,"YBR109W-A"
"6310","7034_i_at","MEO1","YBR126W-A"
"6311","7035_s_at","MEO1","YBR126W-A"
"6312","7036_s_at","AST1","YBL069W"
"6313","7037_s_at","UGA2","YBR006W"
"6314","7038_s_at","DER1","YBR201W"
"6315","7039_at","SLM6","YBR266C"
"6316","7040_g_at","SLM6","YBR266C"
"6317","7041_s_at","REI1","YBR267W"
"6318","7042_at",NA,NA
"6319","7043_at",NA,NA
"6320","7044_at",NA,NA
"6321","7045_i_at",NA,NA
"6322","7046_s_at",NA,NA
"6323","7047_at",NA,NA
"6324","7048_i_at",NA,NA
"6325","7049_s_at",NA,NA
"6326","7050_at",NA,NA
"6327","7051_at",NA,NA
"6328","7052_at",NA,NA
"6329","7053_at",NA,NA
"6330","7054_i_at",NA,NA
"6331","7055_f_at",NA,NA
"6332","7056_at",NA,NA
"6333","7057_at",NA,"YBR284W"
"6334","7058_at",NA,"YBR285W"
"6335","7059_at","APE3","YBR286W"
"6336","7060_at",NA,"YBR287W"
"6337","7061_at","APM3","YBR288C"
"6338","7062_at","SNF5","YBR289W"
"6339","7063_at","BSD2","YBR290W"
"6340","7064_at","CTP1","YBR291C"
"6341","7065_at",NA,"YBR292C"
"6342","7066_at","VBA2","YBR293W"
"6343","7067_at","SUL1","YBR294W"
"6344","7068_at","PCA1","YBR295W"
"6345","7069_at","PHO89","YBR296C"
"6346","7070_at","MAL33","YBR297W"
"6347","7071_s_at","MAL31","YBR298C"
"6348","7072_s_at","MAL32","YBR299W"
"6349","7073_at",NA,"YBR300C"
"6350","7074_f_at","PAU24","YBR301W"
"6351","7075_at",NA,"YBR219C"
"6352","7076_at",NA,"YBR056W-A"
"6353","7077_at","TSC3","YBR058C-A"
"6354","7078_at",NA,"YBR085C-A"
"6355","7079_at",NA,"YBR259W"
"6356","7080_at","RGD1","YBR260C"
"6357","7081_at","TAE1","YBR261C"
"6358","7082_at","MIC12","YBR262C"
"6359","7083_at","SHM1","YBR263W"
"6360","7084_at","YPT10","YBR264C"
"6361","7085_at","TSC10","YBR265W"
"6362","7086_at","MRPL37","YBR268W"
"6363","7087_at","SDH8","YBR269C"
"6364","7088_at","BIT2","YBR270C"
"6365","7089_at","EFM2","YBR271W"
"6366","7090_at","HSM3","YBR272C"
"6367","7091_at","UBX7","YBR273C"
"6368","7092_at","CHK1","YBR274W"
"6369","7093_at","RIF1","YBR275C"
"6370","7094_at","PPS1","YBR276C"
"6371","7095_at",NA,"YBR277C"
"6372","7096_at","DPB3","YBR278W"
"6373","7097_at","PAF1","YBR279W"
"6374","7098_at","SAF1","YBR280C"
"6375","7099_at","DUG2","YBR281C"
"6376","7100_at","MRPL27","YBR282W"
"6377","7101_at","SSH1","YBR283C"
"6378","7102_at","PRP5","YBR237W"
"6379","7103_at",NA,"YBR238C"
"6380","7104_at","ERT1","YBR239C"
"6381","7105_at","THI2","YBR240C"
"6382","7106_at",NA,"YBR241C"
"6383","7107_at",NA,"YBR242W"
"6384","7108_at","ALG7","YBR243C"
"6385","7109_at","GPX2","YBR244W"
"6386","7110_at","ISW1","YBR245C"
"6387","7111_at","RRT2","YBR246W"
"6388","7112_at","ENP1","YBR247C"
"6389","7113_at","HIS7","YBR248C"
"6390","7114_at","ARO4","YBR249C"
"6391","7115_at","SPO23","YBR250W"
"6392","7116_at","MRPS5","YBR251W"
"6393","7117_at","DUT1","YBR252W"
"6394","7118_at","SRB6","YBR253W"
"6395","7119_at","TRS20","YBR254C"
"6396","7120_at","MTC4","YBR255W"
"6397","7121_at","RIB5","YBR256C"
"6398","7122_at","POP4","YBR257W"
"6399","7123_at","SHG1","YBR258C"
"6400","7124_at","SDS24","YBR214W"
"6401","7125_at","HPC2","YBR215W"
"6402","7126_at","YBP1","YBR216C"
"6403","7127_at","ATG12","YBR217W"
"6404","7128_at","PYC2","YBR218C"
"6405","7129_at",NA,"YBR220C"
"6406","7130_g_at",NA,"YBR220C"
"6407","7131_at","PDB1","YBR221C"
"6408","7132_at","PCS60","YBR222C"
"6409","7133_at","TDP1","YBR223C"
"6410","7134_at",NA,"YBR224W"
"6411","7135_at",NA,"YBR225W"
"6412","7136_at",NA,"YBR226C"
"6413","7137_at","MCX1","YBR227C"
"6414","7138_at","SLX1","YBR228W"
"6415","7139_at","ROT2","YBR229C"
"6416","7140_at","OM14","YBR230C"
"6417","7141_at","SWC5","YBR231C"
"6418","7142_at",NA,"YBR232C"
"6419","7143_at","PBP2","YBR233W"
"6420","7144_at","ARC40","YBR234C"
"6421","7145_at","VHC1","YBR235W"
"6422","7146_at","ABD1","YBR236C"
"6423","7147_at","RPL21A","YBR191W"
"6424","7148_at","RIM2","YBR192W"
"6425","7149_at","MED8","YBR193C"
"6426","7150_at","AIM4","YBR194W"
"6427","7151_at","MSI1","YBR195C"
"6428","7152_at","PGI1","YBR196C"
"6429","7153_at",NA,"YBR197C"
"6430","7154_at","TAF5","YBR198C"
"6431","7155_at","KTR4","YBR199W"
"6432","7156_at","BEM1","YBR200W"
"6433","7157_at","MCM7","YBR202W"
"6434","7158_at","COS111","YBR203W"
"6435","7159_at","LDH1","YBR204C"
"6436","7160_at","KTR3","YBR205W"
"6437","7161_g_at","KTR3","YBR205W"
"6438","7162_at",NA,"YBR206W"
"6439","7163_at","FTH1","YBR207W"
"6440","7164_at","DUR1,2","YBR208C"
"6441","7165_at",NA,"YBR209W"
"6442","7166_at","ERV15","YBR210W"
"6443","7167_at","AME1","YBR211C"
"6444","7168_at","NGR1","YBR212W"
"6445","7169_at","MET8","YBR213W"
"6446","7170_at","PEX32","YBR168W"
"6447","7171_at","SSE2","YBR169C"
"6448","7172_at","NPL4","YBR170C"
"6449","7173_at","SEC66","YBR171W"
"6450","7174_at","SMY2","YBR172C"
"6451","7175_at","UMP1","YBR173C"
"6452","7176_at",NA,"YBR174C"
"6453","7177_at","SWD3","YBR175W"
"6454","7178_at","ECM31","YBR176W"
"6455","7179_at","EHT1","YBR177C"
"6456","7180_at",NA,"YBR178W"
"6457","7181_at","FZO1","YBR179C"
"6458","7182_at","DTR1","YBR180W"
"6459","7183_at","SMP1","YBR182C"
"6460","7184_at","YPC1","YBR183W"
"6461","7185_at",NA,"YBR184W"
"6462","7186_at","MBA1","YBR185C"
"6463","7187_at","PCH2","YBR186W"
"6464","7188_at","GDT1","YBR187W"
"6465","7189_at","NTC20","YBR188C"
"6466","7190_i_at","RPS9B","YBR189W"
"6467","7191_f_at","RPS9B","YBR189W"
"6468","7192_at",NA,"YBR190W"
"6469","7193_at","RTC2","YBR147W"
"6470","7194_at","YSW1","YBR148W"
"6471","7195_at","ARA1","YBR149W"
"6472","7196_at","TBS1","YBR150C"
"6473","7197_at","APD1","YBR151W"
"6474","7198_at","SPP381","YBR152W"
"6475","7199_at","RIB7","YBR153W"
"6476","7200_at","RPB5","YBR154C"
"6477","7201_at","CNS1","YBR155W"
"6478","7202_at","SLI15","YBR156C"
"6479","7203_at","ICS2","YBR157C"
"6480","7204_at","AMN1","YBR158W"
"6481","7205_at","IFA38","YBR159W"
"6482","7206_at","CDC28","YBR160W"
"6483","7207_at","CSH1","YBR161W"
"6484","7208_at","TOS1","YBR162C"
"6485","7209_at","YSY6","YBR162W-A"
"6486","7210_at","EXO5","YBR163W"
"6487","7211_at","ARL1","YBR164C"
"6488","7212_at","UBS1","YBR165W"
"6489","7213_at","TYR1","YBR166C"
"6490","7214_at","POP7","YBR167C"
"6491","7215_at",NA,"YBR124W"
"6492","7216_at","PTC4","YBR125C"
